Semester,Course,Random ID,Topic,Comments,Section,Sentiments,tsne_x,tsne_y,cluster,wrapped,feedback
W 2023,CH EN 385 ,517000000000.0,Question: Hours spent out of class,It was high at the beginning of the semester  but then it decreased significantly. I am slower at understanding concepts  so it took me on average around 2 hours outside of class for most labs.,Section 007,negative,-6.1193147,-3.8119032,54,It was high at the beginning of the semester  but<br>then it decreased significantly. I am slower at<br>understanding concepts  so it took me on average<br>around 2 hours outside of class for most labs.,W 2023 CH EN 385 :It was high at the beginning of the semester  but<br>then it decreased significantly. I am slower at<br>understanding concepts  so it took me on average<br>around 2 hours outside of class for most labs.
W 2023,CH EN 385 ,117000000000.0,Question: Hours spent out of class,It kind of depended on the lab. Some took a lot more than one hour and some a lot less outside of class but for most of the labs it was pretty reasonable.,Section 007,positive,-6.849542,-2.8327894,57,It kind of depended on the lab. Some took a lot<br>more than one hour and some a lot less outside of<br>class but for most of the labs it was pretty<br>reasonable.,W 2023 CH EN 385 :It kind of depended on the lab. Some took a lot<br>more than one hour and some a lot less outside of<br>class but for most of the labs it was pretty<br>reasonable.
W 2023,CH EN 385 ,541000000000.0,Question: Additional comments,When he was in the lab he was happy to answer any questions I had.,Section 007,positive,0.8143791,3.476664,79,When he was in the lab he was happy to answer any<br>questions I had.,W 2023 CH EN 385 :When he was in the lab he was happy to answer any<br>questions I had.
W 2023,CH EN 385 ,1070000000000.0,Question: Additional comments,It was fine,Section 007,neither,5.1530156,7.4788227,20,It was fine,W 2023 CH EN 385 :It was fine
W 2023,CH EN 385 ,597000000000.0,Question: Additional comments,Dr. Guymon is awesome and did really well at helping us learn the concepts of the course.,Section 007,positive,5.1603417,-4.2967334,98,Dr. Guymon is awesome and did really well at<br>helping us learn the concepts of the course.,W 2023 CH EN 385 :Dr. Guymon is awesome and did really well at<br>helping us learn the concepts of the course.
W 2023,CH EN 385 ,865000000000.0,Question: Additional comments,Dr. Guymon is an amazing teacher. He is very smart and conveys ideas well. He is very patient and understanding. He recognized some of his mistakes and corrected them swiftly. He was very gracious and understanding of our mistakes as well. He took time to care about his student and show us he cared about us. After 1 class with him he became one of my favorite professors and I am graduating. He is an incredible professor.,Section 007,positive,5.915893,-4.0724893,98,Dr. Guymon is an amazing teacher. He is very smart<br>and conveys ideas well. He is very patient and<br>understanding. He recognized some of his mistakes<br>and corrected them swiftly. He was very gracious<br>and understanding of our mistakes as well. He took<br>time to care about his student and show us he<br>cared about us. After 1 class with him he became<br>one of my favorite professors and I am graduating.<br>He is an incredible professor.,W 2023 CH EN 385 :Dr. Guymon is an amazing teacher. He is very smart<br>and conveys ideas well. He is very patient and<br>understanding. He recognized some of his mistakes<br>and corrected them swiftly. He was very gracious<br>and understanding of our mistakes as well. He took<br>time to care about his student and show us he<br>cared about us. After 1 class with him he became<br>one of my favorite professors and I am graduating.<br>He is an incredible professor.
W 2023,CH EN 385 ,517000000000.0,Question: Additional comments,I think Dr. Guymon is a capable and approachable instructor  at least from what I''ve seen in this course.,Section 007,positive,4.3503323,-4.65025,6,I think Dr. Guymon is a capable and approachable<br>instructor  at least from what I''ve seen in this<br>course.,W 2023 CH EN 385 :I think Dr. Guymon is a capable and approachable<br>instructor  at least from what I''ve seen in this<br>course.
W 2023,CH EN 385 ,152000000000.0,Question: Additional comments,I don''t remember him being in class.,Section 007,negative,1.0032809,7.8892593,28,I don''t remember him being in class.,W 2023 CH EN 385 :I don''t remember him being in class.
W 2023,CH EN 479 ,857000000000.0,Question: Explained concepts effectively,Dr. Guymon was fantastic at explaining challenging concepts.,Section 002,positive,5.856101,-4.801268,98,Dr. Guymon was fantastic at explaining challenging<br>concepts.,W 2023 CH EN 479 :Dr. Guymon was fantastic at explaining challenging<br>concepts.
W 2023,CH EN 479 ,444000000000.0,Question: Explained concepts effectively,He taught concepts in class  and then provided resources for us to reference so we could effectively relearn it again.,Section 002,positive,0.35513726,1.500211,73,He taught concepts in class  and then provided<br>resources for us to reference so we could<br>effectively relearn it again.,W 2023 CH EN 479 :He taught concepts in class  and then provided<br>resources for us to reference so we could<br>effectively relearn it again.
W 2023,CH EN 479 ,18638190376.0,Question: Explained concepts effectively,Sometimes Dr. Guymon gets into too much detail with a concept  and the main point of the concept is misssed.,Section 002,negative,5.1873717,-7.3728724,6,Sometimes Dr. Guymon gets into too much detail<br>with a concept  and the main point of the concept<br>is misssed.,W 2023 CH EN 479 :Sometimes Dr. Guymon gets into too much detail<br>with a concept  and the main point of the concept<br>is misssed.
W 2023,CH EN 479 ,91009369462.0,Question: Explained concepts effectively,Was good about asking questions  but didn''t always have an answer or explanation for them.,Section 002,neither,1.1267765,5.5564704,1,Was good about asking questions  but didn''t<br>always have an answer or explanation for them.,W 2023 CH EN 479 :Was good about asking questions  but didn''t<br>always have an answer or explanation for them.
W 2023,CH EN 479 ,372000000000.0,Question: Explained concepts effectively,I understood the things after you explained them.,Section 002,positive,-0.100415714,4.3785157,1,I understood the things after you explained them.,W 2023 CH EN 479 :I understood the things after you explained them.
W 2023,CH EN 479 ,57731297183.0,Question: Explained concepts effectively,Like I said  I understood some concepts better from him than any time I tried to understand them before.,Section 002,positive,-0.058392175,2.8706338,1,Like I said  I understood some concepts better<br>from him than any time I tried to understand them<br>before.,W 2023 CH EN 479 :Like I said  I understood some concepts better<br>from him than any time I tried to understand them<br>before.
W 2023,CH EN 479 ,677000000000.0,Question: Explained concepts effectively,I felt like our discussions of how we can be better and learn more form our engineering experiences. You were good at making a discussion where we could freely ask questions to gain an understanding. I wish that we also had covered some life skills or something. I also would have appreciated some help with reports and writing expectations.,Section 002,positive,-4.7373395,2.752115,99,I felt like our discussions of how we can be<br>better and learn more form our engineering<br>experiences. You were good at making a discussion<br>where we could freely ask questions to gain an<br>understanding. I wish that we also had covered<br>some life skills or something. I also would have<br>appreciated some help with reports and writing<br>expectations.,W 2023 CH EN 479 :I felt like our discussions of how we can be<br>better and learn more form our engineering<br>experiences. You were good at making a discussion<br>where we could freely ask questions to gain an<br>understanding. I wish that we also had covered<br>some life skills or something. I also would have<br>appreciated some help with reports and writing<br>expectations.
W 2023,CH EN 479 ,857000000000.0,Question: Well organized,The course was very open-ended  which encourages teams to plan their own schedules. Sometimes it was hard to know how long things were supposed to take.,Section 002,neither,-3.1451454,-0.34052506,95,The course was very open-ended  which encourages<br>teams to plan their own schedules. Sometimes it<br>was hard to know how long things were supposed to<br>take.,W 2023 CH EN 479 :The course was very open-ended  which encourages<br>teams to plan their own schedules. Sometimes it<br>was hard to know how long things were supposed to<br>take.
W 2023,CH EN 479 ,619000000000.0,Question: Well organized,This is probably the only slight complaint I had. I felt like material was difficult to find or in confusing locations on learning suite. HOWEVER  I appreciate that the group submission feature of Learning suite was used  so GOOD JOB.,Section 002,positive,-1.2087559,-5.8544836,56,This is probably the only slight complaint I had.<br>I felt like material was difficult to find or in<br>confusing locations on learning suite. HOWEVER  I<br>appreciate that the group submission feature of<br>Learning suite was used  so GOOD JOB.,W 2023 CH EN 479 :This is probably the only slight complaint I had.<br>I felt like material was difficult to find or in<br>confusing locations on learning suite. HOWEVER  I<br>appreciate that the group submission feature of<br>Learning suite was used  so GOOD JOB.
W 2023,CH EN 479 ,18638190376.0,Question: Well organized,I would recommend being more clear about the due dates. The due date expectations weren''t always clear because they kept changing. It also wasn''t always clear if the quizzes were open or closed neighbor. Being clear on these things will help students stay disciplined.,Section 002,negative,-2.61382,-5.096332,22,I would recommend being more clear about the due<br>dates. The due date expectations weren''t always<br>clear because they kept changing. It also wasn''t<br>always clear if the quizzes were open or closed<br>neighbor. Being clear on these things will help<br>students stay disciplined.,W 2023 CH EN 479 :I would recommend being more clear about the due<br>dates. The due date expectations weren''t always<br>clear because they kept changing. It also wasn''t<br>always clear if the quizzes were open or closed<br>neighbor. Being clear on these things will help<br>students stay disciplined.
W 2023,CH EN 479 ,372000000000.0,Question: Well organized,The organization made sense.,Section 002,positive,-0.78776854,6.6921835,39,The organization made sense.,W 2023 CH EN 479 :The organization made sense.
W 2023,CH EN 479 ,57731297183.0,Question: Well organized,It was his first year teaching UO lab so I don''t blame him at all  but we were confused a couple times on problem statements or whatnot. He did correct them though for future groups and I heard it was much better.,Section 002,positive,0.34972763,-2.1595523,85,It was his first year teaching UO lab so I don''t<br>blame him at all  but we were confused a couple<br>times on problem statements or whatnot. He did<br>correct them though for future groups and I heard<br>it was much better.,W 2023 CH EN 479 :It was his first year teaching UO lab so I don''t<br>blame him at all  but we were confused a couple<br>times on problem statements or whatnot. He did<br>correct them though for future groups and I heard<br>it was much better.
